Area,MjrAxisLength,MnrAxisLength,Eccentricity,ConvexArea,EquivDiameter,Solidity,Extent,Perimeter,ConvexPerim,FibLen,InscribeR,BlebLen,Class
171.9867,18.9865,12.1291,0.76935,191.9314,14.798,0.89608,0.625,55.0153,49.8572,21.0825,5.0721,6.6203,2
171.4086,18.0175,12.7572,0.70617,190.7751,14.7731,0.89848,0.67771,57.9185,49.4346,19.6923,5.2951,7.9183,2
171.6976,20.4508,11.2421,0.83535,193.0876,14.7855,0.88922,0.56897,58.7454,51.8271,22.9181,4.8088,7.8801,2
171.6976,16.0487,14.3271,0.45059,190.197,14.7855,0.90274,0.73333,54.3255,48.354,18.3943,5.1005,4.4315,2
241.6485,20.3692,15.2999,0.66016,255.5231,17.5407,0.9457,0.6875,58.3986,56.3045,20.8598,6.843,2.0583,2
242.5157,21.0171,14.9054,0.705,261.3041,17.5722,0.9281,0.71709,62.7696,57.4293,23.5862,6.4963,4.4315,2
242.2266,20.3687,15.3451,0.6576,261.3041,17.5617,0.92699,0.73509,62.0535,56.7755,22.8799,6.4963,3.9862,2
243.0938,19.3017,16.2551,0.53923,258.9917,17.5931,0.93862,0.72814,62.7073,56.1266,21.881,6.9893,6.0445,2
242.5157,20.2848,15.4571,0.64757,264.7728,17.5722,0.91594,0.73596,65.4019,57.3583,23.287,6.474,6.897,2
242.5157,20.39,15.3414,0.65871,261.3041,17.5722,0.9281,0.73596,60.8841,56.5798,22.9721,6.4963,3.3563,2
241.3595,20.9636,14.8872,0.70405,260.1479,17.5302,0.92778,0.71368,65.5707,57.6293,24.4005,6.4516,11.0136,2
363.4971,23.5622,20.0057,0.5283,378.571,21.5132,0.96018,0.73264,68.7654,68.2122,23.7655,9.4648,2.5125,2
363.0664,23.9878,19.6614,0.57287,388.0461,21.5005,0.93563,0.69326,74.5898,69.2163,25.7342,9.1407,4.3687,2
362.6357,24.4399,19.3558,0.61055,377.279,21.4877,0.96119,0.71115,70.5459,68.896,26.4372,8.8047,3.7124,2
361.7744,23.9255,19.6368,0.57129,386.754,21.4622,0.93541,0.70946,76.9294,69.3843,25.8935,8.5314,5.522,2
364.3585,23.4441,20.1908,0.50821,387.1847,21.5387,0.94105,0.69572,76.4568,69.1021,26.775,8.8291,7.7626,2
364.3585,25.732,18.3737,0.7001,389.3381,21.5387,0.93584,0.67464,79.5072,70.3779,30.4873,8.5314,8.0344,2
363.9278,25.1852,18.7847,0.6661,390.6302,21.526,0.93164,0.67384,79.7565,69.9001,28.4719,7.9025,6.6093,2
438.8667,25.5554,22.5136,0.47317,465.1385,23.6386,0.94352,0.74488,80.7062,76.0546,28.0215,9.8658,4.6405,2
440.5895,26.9316,21.4986,0.6023,478.4896,23.6849,0.92079,0.64098,89.548,78.2097,30.5533,9.3963,11.6342,2
438.4361,24.9958,23.0145,0.3902,473.7521,23.627,0.92545,0.68784,87.3712,77.3139,32.2969,9.6896,9.2343,2
438.0054,27.6943,20.7713,0.66142,467.7226,23.6154,0.93646,0.67575,86.1394,78.1172,31.9591,9.844,9.6188,2
439.2974,25.6859,22.4599,0.48519,472.8908,23.6502,0.92896,0.70686,82.633,77.1781,30.5999,9.8658,7.65,2
438.8667,25.9862,22.2185,0.51861,482.7965,23.6386,0.90901,0.65573,92.7237,77.6506,30.7125,9.7561,6.3375,2
440.5895,27.589,20.9562,0.65041,478.4896,23.6849,0.92079,0.6583,89.021,78.3777,32.3902,9.9959,11.3157,2
292.0036,21.5,17.6232,0.57281,305.3548,19.2819,0.95628,0.71218,61.4658,60.8581,21.6374,8.223,7.9218,2
291.5729,23.9583,15.8071,0.75146,308.8002,19.2676,0.94421,0.667,65.656,62.9476,25.6217,7.0682,7.5374,2
289.4195,20.0622,18.7476,0.35604,312.2457,19.1964,0.9269,0.72258,66.416,61.8182,21.9559,7.9025,1.8562,2
291.5729,21.5743,17.6039,0.5781,307.9389,19.2676,0.94685,0.68661,65.2163,61.7808,21.9093,7.9025,2.7843,2
292.0036,20.8304,18.2328,0.48359,307.9389,19.2819,0.94825,0.7306,67.8165,60.9014,22.8374,7.4826,4.4813,2
291.5729,24.1617,15.7047,0.75995,309.2309,19.2676,0.9429,0.667,66.7632,63.4201,23.6529,7.4248,10.275,2
292.0036,24.5468,15.4515,0.77702,304.9241,19.2819,0.95763,0.67262,63.4306,62.8229,25.6217,6.9762,6.3375,2
300.6173,21.8166,17.8903,0.57232,314.3991,19.5642,0.95616,0.75541,63.5986,62.1115,22.0685,8.4043,2.5125,2
301.0479,25.5589,15.3527,0.79949,323.0128,19.5782,0.932,0.66954,71.2894,65.9868,29.3341,7.0682,11.7468,2
300.1866,21.921,17.8817,0.57843,318.2753,19.5502,0.94317,0.68133,65.7532,63.0723,24.5343,7.6533,5.6812,2
301.4786,23.1987,16.8971,0.68519,322.5821,19.5922,0.93458,0.68627,67.5067,63.6748,25.3965,7.9838,5.6812,2
300.6173,22.6275,17.2752,0.64586,318.706,19.5642,0.94324,0.66476,68.5488,62.8991,25.575,7.4248,4.2094,2
301.4786,21.0065,18.6877,0.45671,320.8594,19.5922,0.9396,0.75269,69.5149,62.4699,24.6936,7.4826,4.8657,2
301.0479,22.535,17.3908,0.63596,322.5821,19.5782,0.93324,0.70892,65.6718,63.3545,24.8061,8.223,6.9937,2
303.2014,22.3821,17.594,0.61814,319.1367,19.6481,0.95007,0.73563,63.4195,62.5512,22.884,8.5314,3.4406,2
302.7707,22.2496,17.7084,0.60543,325.1662,19.6341,0.93113,0.71298,70.0307,63.0559,25.5091,7.4826,3.4406,2
302.7707,25.7768,15.2651,0.80579,324.3049,19.6341,0.9336,0.62768,69.8404,66.139,28.5652,7.0682,6.6093,2
303.2014,21.1703,18.6264,0.47527,322.1514,19.6481,0.94118,0.75862,66.5079,62.5893,22.7248,7.9025,4.8657,2
302.7707,24.9693,15.7591,0.77567,322.5821,19.6341,0.93858,0.64793,68.0599,65.2163,27.3653,7.4248,10.8187,2
302.7707,22.7771,17.2825,0.65136,319.998,19.6341,0.94616,0.71735,66.6923,62.9909,24.0373,7.9838,5.0249,2
302.7707,22.9627,17.1446,0.66524,323.8742,19.6341,0.93484,0.70867,67.865,63.2351,23.8121,7.9025,4.0968,2
770.0625,33.451,29.7042,0.45986,791.5967,31.3125,0.9728,0.71778,99.9524,99.3336,32.3436,13.7816,2.5125,2
769.6319,38.4518,25.862,0.74002,806.24,31.3038,0.95459,0.68731,109.2924,103.0021,40.5179,12.469,12.0653,2
770.0625,33.5168,29.655,0.46601,794.1808,31.3125,0.96963,0.71778,101.3148,99.3336,31.8465,13.7816,2.5125,2
768.7705,32.5248,30.5319,0.34466,803.2252,31.2862,0.9571,0.75893,109.6954,99.5987,38.681,13.5292,5.1375,2
770.4932,35.2481,28.2135,0.59943,803.2252,31.3213,0.95925,0.7302,108.2785,100.7715,36.2618,12.8936,5.953,2
770.0625,33.812,29.39,0.49443,793.7502,31.3125,0.97016,0.71778,102.2481,99.5777,38.9062,13.3852,5.2501,2
771.7853,37.0411,26.9035,0.68736,808.8241,31.3475,0.95421,0.68923,109.9336,101.7867,41.3527,12.5379,10.5469,2
297.1718,22.109,17.5281,0.60948,310.523,19.4518,0.957,0.6998,63.8815,62.0144,19.0124,7.9025,3.1687,2
297.1718,23.0309,16.8464,0.68187,317.4139,19.4518,0.93623,0.65714,68.457,63.2626,23.381,7.4248,12.2905,2
298.0332,22.1832,17.5721,0.61034,322.1514,19.4799,0.92513,0.70183,70.5728,62.9962,25.4158,7.2487,3.825,2
298.0332,25.2385,15.4631,0.79033,323.4435,19.4799,0.92144,0.61786,72.6085,65.7755,28.406,6.5626,11.8594,2
298.0332,20.6523,18.857,0.40779,319.998,19.4799,0.93136,0.72309,68.7169,62.6759,26.0061,7.8752,3.825,2
298.0332,22.4772,17.3699,0.63468,322.1514,19.4799,0.92513,0.68177,69.0102,63.2567,24.8062,7.6533,10.3217,2
297.1718,24.5511,15.8283,0.76443,320.4287,19.4518,0.92742,0.64306,73.7917,64.6736,29.6252,6.8516,9.7314,2
344.9777,23.4293,19.0743,0.58069,360.0516,20.958,0.95813,0.75852,67.3814,66.649,24.3558,8.9262,4.3687,2
346.2697,22.8061,19.6958,0.50414,371.6801,20.9972,0.93163,0.74101,76.4785,67.3328,27.1594,8.3012,7.7626,2
343.2549,23.1642,19.2101,0.55881,366.0812,20.9056,0.93765,0.71416,74.2964,66.9312,26.6623,8.6318,3.825,2
344.1163,23.0801,19.3746,0.54344,368.2346,20.9319,0.9345,0.69358,74.3286,67.3656,26.0721,8.5314,4.4813,2
346.2697,24.2256,18.5508,0.64313,368.6653,20.9972,0.93925,0.70096,73.3744,67.7292,28.0875,8.5566,5.4094,2
344.1163,24.1111,18.5628,0.63818,370.8187,20.9319,0.92799,0.67256,79.5124,67.9247,26.9342,8.0107,3.825,2
346.2697,23.9974,18.6545,0.62906,367.3732,20.9972,0.94256,0.72043,72.3047,67.2895,26.5498,8.5314,4.4813,2
314.3991,22.5372,18.0843,0.59676,326.889,20.0076,0.96179,0.71359,64.0981,63.5501,19.9871,8.5314,3.4406,2
313.5378,21.1753,19.2013,0.42161,333.3492,19.9802,0.94057,0.71373,67.3059,63.7942,24.5343,7.9838,1.9688,2
314.3991,23.1788,17.6447,0.64847,338.0867,20.0076,0.92994,0.67281,71.5664,64.9177,24.9187,7.6533,3.825,2
315.6912,23.1769,17.7299,0.64405,334.2106,20.0487,0.94459,0.70211,67.9464,64.5922,23.9906,8.4043,8.6907,2
313.1071,23.1731,17.5689,0.65207,334.6413,19.9665,0.93565,0.69636,72.4188,64.9558,27.9749,7.6814,6.3375,2
313.5378,23.9697,16.9865,0.70554,333.7799,19.9802,0.93935,0.67407,69.9224,65.0319,26.1187,7.9025,9.3469,2
313.5378,20.7418,19.6235,0.32392,330.7651,19.9802,0.94792,0.73387,65.026,63.4792,21.9559,8.5314,2.6251,2
326.889,21.284,19.8037,0.36642,342.8243,20.4012,0.95352,0.69761,68.2614,64.4242,22.4529,8.9262,1.5844,2
326.889,24.7205,17.0908,0.72251,351.4379,20.4012,0.93015,0.64105,76.3643,66.834,27.8623,7.4826,8.7373,2
327.3197,24.6216,17.1658,0.71689,347.9925,20.4146,0.94059,0.64189,75.8163,66.7146,29.0156,7.6533,12.1312,2
326.0276,21.9952,19.141,0.49263,349.2845,20.3743,0.93342,0.73926,74.7906,65.2485,25.4624,8.5566,3.1687,2
326.4583,24.5553,17.1817,0.71442,354.022,20.3877,0.92214,0.65571,76.9234,66.8176,27.8623,7.4248,12.1312,2
326.4583,23.318,18.096,0.63067,351.8686,20.3877,0.92778,0.69669,73.2759,65.8838,24.6936,8.3012,3.7124,2
326.4583,24.5882,17.1505,0.71657,351.4379,20.3877,0.92892,0.67679,78.547,66.9312,27.3653,7.9025,6.9937,2
216.6339,19.6575,14.5077,0.67478,233.4306,16.608,0.92804,0.69861,57.1784,53.8892,20.2123,6.6926,5.2968,2
217.4953,22.3588,12.839,0.8187,239.0295,16.641,0.90991,0.64744,62.0085,56.3968,24.6936,5.6071,9.8906,2
217.4953,19.091,14.9991,0.61865,239.0295,16.641,0.90991,0.66976,60.8856,54.2744,21.5248,6.5626,11.0905,2
217.4953,22.0616,12.9667,0.80904,237.7374,16.641,0.91486,0.60119,62.2802,55.9571,24.4217,6.0505,10.3876,2
218.3567,21.0146,13.6403,0.76072,237.7374,16.6739,0.91848,0.64668,58.2691,55.2621,23.6529,6.4635,8.8499,2
218.3567,17.4703,16.4162,0.3421,235.1533,16.6739,0.92857,0.69643,58.9096,53.357,20.3249,6.5626,3.1687,2
216.6339,19.8509,14.4464,0.68585,238.1681,16.608,0.90958,0.66711,62.4101,54.3341,23.1092,5.6454,5.2968,2
322.5821,22.7234,18.4042,0.58654,339.3788,20.2663,0.95051,0.73216,65.5254,64.4019,23.1558,8.5566,3.1687,2
322.5821,24.3202,17.244,0.70517,344.547,20.2663,0.93625,0.69352,70.8392,66.1121,26.775,7.9025,5.6812,2
322.1514,25.9715,16.0762,0.7854,339.3788,20.2528,0.94924,0.65214,68.7333,66.9423,27.2527,7.9025,6.8811,2
321.7208,22.0505,18.9544,0.51098,344.9777,20.2393,0.93258,0.71143,71.3655,65.0857,26.2779,7.9297,5.1375,2
323.0128,22.7287,18.4706,0.58275,343.6856,20.2799,0.93985,0.71429,68.9885,64.8364,23.9247,8.3529,4.0968,2
322.5821,23.5345,17.8079,0.6538,342.8243,20.2663,0.94095,0.66875,67.6747,65.9651,26.9342,8.5566,5.7938,2
323.4435,22.7278,18.4994,0.58093,347.9925,20.2934,0.92946,0.69217,70.8825,65.1566,26.1187,7.9297,3.825,2
292.4343,21.7368,17.4432,0.59668,302.7707,19.2961,0.96586,0.71324,61.4172,60.8581,21.3656,8.0107,7.2656,2
293.2956,21.5914,17.7045,0.57239,310.523,19.3245,0.94452,0.69067,66.3884,62.4377,24.2158,7.9025,3.9376,2
291.5729,21.9417,17.2726,0.61669,312.2457,19.2676,0.93379,0.68661,67.7731,61.9002,24.9654,7.4826,4.7531,2
292.865,21.5525,17.6236,0.57564,309.2309,19.3103,0.94708,0.69388,66.1607,62.0144,23.0159,7.9025,2.6251,2
292.4343,21.9876,17.3028,0.61704,309.2309,19.2961,0.94568,0.66897,66.3294,62.3399,24.1032,7.6533,5.1375,2
292.865,24.4631,15.5621,0.77157,311.3844,19.3103,0.94053,0.65637,71.2028,64.104,27.0468,6.9762,8.0344,2
292.0036,21.744,17.4451,0.59693,305.3548,19.2819,0.95628,0.69184,63.3985,61.2978,22.0219,7.9838,7.153,2
310.9537,22.3005,18.0418,0.58776,321.7208,19.8977,0.96653,0.73225,62.9312,62.8065,21.0278,8.5566,2.7843,2
310.9537,25.7846,15.6539,0.79462,329.0424,19.8977,0.94503,0.69157,70.3345,65.4388,26.709,7.3373,8.7373,2
311.815,24.3405,16.6209,0.73056,330.3344,19.9252,0.94394,0.66728,69.4282,65.2656,27.206,7.4826,10.9313,2
312.6764,26.2951,15.4103,0.81027,332.0572,19.9527,0.94163,0.62803,73.8685,66.6385,29.2874,7.0986,6.9937,2
310.9537,22.3005,18.0418,0.58776,322.1514,19.8977,0.96524,0.73225,62.9312,62.8065,22.0685,8.5566,2.5125,2
311.3844,22.5103,17.9335,0.6044,328.181,19.9115,0.94882,0.70882,67.3709,63.3112,24.4217,7.6814,5.1375,2
310.0923,25.9079,15.4757,0.80199,329.4731,19.8701,0.94118,0.66176,69.8948,65.8785,26.212,7.4248,6.4967,2
314.3991,20.6879,19.6713,0.30962,330.7651,20.0076,0.95052,0.69129,65.5366,63.512,23.1751,8.223,2.6251,2
315.2605,20.6949,19.7245,0.30262,333.3492,20.035,0.94574,0.69318,67.2626,63.8598,23.0626,8.3012,3.5532,2
314.3991,23.9062,17.0369,0.70151,333.7799,20.0076,0.94194,0.69129,70.8773,65.3843,27.3653,7.4826,5.953,2
313.5378,21.1531,19.2108,0.41858,332.4879,19.9802,0.94301,0.6685,69.2327,63.8218,23.447,7.9297,3.2813,2
314.3991,21.1296,19.3764,0.39883,337.6561,20.0076,0.93112,0.67034,68.1853,64.5542,23.2877,8.0107,3.2813,2
315.2605,22.1503,18.4556,0.55297,339.8095,20.035,0.92776,0.71484,72.1747,64.5863,25.8935,7.9297,4.3687,2
316.1219,22.8048,18.0212,0.6128,343.2549,20.0624,0.92095,0.69508,73.841,65.6829,26.2779,8.1175,7.1063,2
333.3492,22.7872,18.9398,0.55603,345.8391,20.6018,0.96389,0.75882,65.4985,64.9991,22.2277,8.9262,1.8562,2
334.2106,24.6998,17.5558,0.70343,358.7596,20.6284,0.93157,0.69534,73.5798,67.1648,29.4467,7.9025,5.4094,2
334.2106,27.0011,16.04,0.80443,357.8982,20.6284,0.93381,0.6532,75.0131,68.6519,28.9496,7.4248,5.953,2
333.3492,27.1146,15.9544,0.80857,357.4675,20.6018,0.93253,0.63235,73.9709,69.2812,29.7651,7.4826,6.8811,2
334.2106,25.2188,17.2184,0.73064,354.022,20.6284,0.94404,0.6532,73.1079,67.317,27.8623,7.6533,6.3375,2
333.7799,25.8152,16.7908,0.75957,357.4675,20.6151,0.93373,0.69196,75.6805,67.8867,28.406,7.4826,15.5718,2
333.7799,25.8332,16.7329,0.76187,354.4527,20.6151,0.94168,0.65236,73.0646,67.9845,28.5652,7.4826,7.9218,2
279.0831,21.4925,16.9456,0.61511,294.157,18.8505,0.94876,0.72321,62.1555,59.9734,19.1716,7.9838,2.5125,2
279.9444,23.4292,15.628,0.74503,304.4934,18.8795,0.91938,0.65524,68.4891,62.5079,26.2779,7.2189,7.65,2
279.0831,24.5299,14.8837,0.79489,305.7855,18.8505,0.91268,0.63529,70.5734,63.1865,27.7031,6.5626,9.778,2
280.3751,22.0516,16.6589,0.65521,299.7559,18.894,0.93534,0.70455,65.7269,61.1403,24.0373,7.6533,6.8811,2
279.0831,22.5758,16.1779,0.69748,303.2014,18.8505,0.92045,0.63842,68.245,61.8024,23.4936,6.9762,7.5374,2
278.6524,23.7982,15.2848,0.76648,301.0479,18.8359,0.92561,0.63245,65.9658,62.4699,26.9342,7.3373,6.3375,2
279.0831,20.8864,17.4434,0.55001,298.0332,18.8505,0.93642,0.72321,64.5817,59.9787,21.6374,7.3373,2.5125,2
323.0128,22.5519,18.6129,0.56464,337.6561,20.2799,0.95663,0.73314,65.5687,64.5213,23.9247,8.7557,2.8969,2
324.7355,22.5159,18.764,0.55272,346.7004,20.3339,0.93665,0.7181,70.872,65.1999,25.4624,8.0107,3.1687,2
323.0128,24.0499,17.4919,0.6863,346.2697,20.2799,0.93284,0.69444,73.3573,66.1824,27.3186,7.9297,10.7061,2
322.5821,22.2054,18.8846,0.52605,344.9777,20.2663,0.93508,0.71333,72.5061,65.1947,26.5031,8.5314,6.7219,2
322.5821,24.8222,16.9113,0.73201,345.8391,20.2663,0.93275,0.66875,72.5599,66.3235,28.1341,7.4826,12.7875,2
323.4435,22.1563,19.0003,0.51439,347.9925,20.2934,0.92946,0.67294,71.2408,65.5911,26.6157,8.4043,6.7219,2
321.7208,23.3068,17.9381,0.63847,347.9925,20.2393,0.9245,0.67297,74.4703,65.8404,29.5592,7.6814,7.2656,2
298.8945,21.4595,18.0888,0.53802,314.8298,19.5081,0.94938,0.72518,63.4411,61.954,23.2684,8.4043,3.4406,2
299.3252,24.2157,16.1035,0.74684,320.4287,19.5221,0.93414,0.65814,68.9826,64.478,27.206,7.6533,10.6595,2
298.4638,20.3235,19.1219,0.33874,318.2753,19.494,0.93775,0.74516,66.5026,62.231,22.95,7.9838,2.5125,2
298.8945,22.2306,17.5049,0.61641,324.3049,19.5081,0.92165,0.6784,75.6483,63.6748,26.2779,7.3373,11.5876,2
299.3252,21.4049,18.1751,0.52821,321.7208,19.5221,0.93039,0.72623,66.7632,62.4318,21.187,7.4826,2.8969,2
298.8945,21.6171,17.9957,0.55406,320.8594,19.5081,0.93154,0.70385,70.2748,62.8715,25.4624,7.3373,4.3687,2
298.4638,22.2877,17.4426,0.62251,323.0128,19.494,0.924,0.68276,68.961,63.3059,26.0061,7.9025,7.9218,2
361.3437,23.5072,19.8901,0.53298,374.2642,21.4494,0.96548,0.79602,68.0166,67.4955,22.9966,9.5554,3.4406,2
360.4823,25.0867,18.6172,0.67027,379.4324,21.4238,0.95006,0.68832,72.8474,68.9669,27.7031,8.3529,4.8657,2
362.6357,26.4487,17.7468,0.74147,382.4472,21.4877,0.9482,0.66932,79.095,70.1232,30.8718,8.0107,7.65,2
360.0516,23.0906,20.313,0.47551,377.279,21.411,0.95434,0.76838,69.4223,68.0599,24.3091,9.1171,3.4406,2
360.4823,27.358,17.0923,0.78081,382.8779,21.4238,0.94151,0.65391,74.4972,71.1811,29.9437,7.9297,9.6654,2
361.3437,24.4225,19.1766,0.61924,387.1847,21.4494,0.93326,0.66906,79.8819,69.6455,26.775,8.8291,6.2249,2
360.4823,23.0499,20.2653,0.47647,380.2938,21.4238,0.9479,0.74732,71.7075,68.1361,25.575,9.281,5.7938,2
315.6912,22.4195,18.2726,0.57942,329.4731,20.0487,0.95817,0.72217,64.8364,63.4306,23.8781,8.8047,4.3687,2
314.8298,24.4115,16.8113,0.72508,342.3936,20.0213,0.9195,0.70019,75.4199,65.8024,27.8623,7.4826,11.2498,2
314.8298,23.3644,17.4853,0.66328,333.3492,20.0213,0.94444,0.69619,67.865,64.4675,25.575,7.9025,4.4813,2
315.6912,23.1155,17.7495,0.64062,338.9481,20.0487,0.93139,0.67558,72.1911,64.7878,26.5031,7.6533,6.0656,2
316.5526,21.2743,19.345,0.41612,341.5322,20.076,0.92686,0.72059,73.6021,64.5266,25.078,7.9025,3.4406,2
315.6912,25.1713,16.3303,0.76099,335.072,20.0487,0.94216,0.6981,71.7134,65.8076,26.709,7.9025,10.1624,2
315.6912,23.5007,17.4991,0.66749,336.364,20.0487,0.93854,0.70211,68.4727,64.9558,26.0061,7.6533,9.1218,2
279.9444,21.663,16.787,0.63206,290.7115,18.8795,0.96296,0.72303,59.6151,59.7346,19.059,7.8752,2.5125,2
278.2217,22.6006,16.0579,0.70369,300.1866,18.8213,0.92683,0.67503,64.9125,61.4605,24.5343,7.4826,10.9313,2
279.5138,19.7433,18.4494,0.35606,294.157,18.865,0.95022,0.74598,62.8177,59.6532,22.9966,7.6814,4.2094,2
279.9444,23.8919,15.2551,0.76962,301.0479,18.8795,0.9299,0.66327,65.5963,62.378,25.2372,7.0986,8.0811,2
277.791,25.5232,14.1829,0.83139,301.0479,18.8068,0.92275,0.66358,69.9651,63.5829,27.9089,6.4635,8.4655,2
279.0831,23.249,15.6409,0.73987,298.0332,18.8505,0.93642,0.67712,67.2737,61.6942,26.6157,7.0682,8.5781,2
280.8058,21.7193,16.8272,0.63226,296.7411,18.9085,0.9463,0.73176,62.8827,60.2228,22.4529,7.9025,5.522,2
319.5673,22.317,18.5811,0.55388,337.2254,20.1714,0.94764,0.70667,65.7046,63.9898,23.6062,8.5566,3.1687,2
319.5673,25.5435,16.2654,0.77105,344.1163,20.1714,0.92866,0.65088,72.1202,66.9968,30.2155,7.3373,14.3719,2
320.4287,22.2516,18.7277,0.54005,343.6856,20.1986,0.93233,0.66429,73.2871,64.9834,24.1032,8.3529,3.825,2
319.1367,22.6466,18.25,0.5921,341.1015,20.1578,0.93561,0.74698,73.6677,64.4452,22.2277,8.223,2.5125,2
319.1367,22.6181,18.3864,0.58239,342.8243,20.1578,0.9309,0.68611,70.5354,65.0424,25.3032,7.6533,8.9625,2
319.5673,22.3359,18.5798,0.55502,338.5174,20.1714,0.94402,0.70667,67.9188,64.4728,25.1906,8.3529,4.4813,2
320.4287,22.0823,18.8938,0.51763,343.6856,20.1986,0.93233,0.68571,74.2374,65.1514,26.0061,8.0107,4.4813,2
288.9888,20.2739,18.466,0.41278,307.0775,19.1821,0.94109,0.69896,67.0073,61.097,22.8374,8.223,2.5125,2
288.5581,21.5953,17.3392,0.59609,311.3844,19.1678,0.92669,0.6754,73.3521,62.0302,25.2372,7.6814,8.3063,2
288.9888,20.4549,18.323,0.44451,308.8002,19.1821,0.93584,0.70115,70.1016,61.4061,24.8062,8.0107,3.4406,2
290.2808,22.8132,16.4606,0.69237,309.6616,19.2249,0.93741,0.66404,69.6835,62.7035,24.6936,7.4826,4.2094,2
288.1274,20.6375,18.1324,0.47754,312.2457,19.1535,0.92276,0.67576,70.5675,61.8897,23.9906,7.6814,6.7219,2
288.1274,20.432,18.3426,0.44052,313.1071,19.1535,0.92022,0.69906,72.5002,61.5202,23.6062,7.9025,6.4967,2
290.7115,20.4891,18.4429,0.43562,319.1367,19.2392,0.91093,0.70239,74.4054,62.5512,24.0373,7.4826,7.65,2
414.3178,25.2317,21.2941,0.53643,428.0996,22.9679,0.96781,0.70735,73.4603,72.663,25.3498,10.0175,3.1687,2
415.1791,26.114,20.6717,0.61105,445.7577,22.9918,0.9314,0.74613,84.2506,74.3286,29.7185,9.1171,5.4094,2
414.7485,26.3115,20.4783,0.62789,436.7133,22.9799,0.9497,0.68492,84.3104,74.0792,29.8311,8.8047,7.3782,2
413.8871,25.8643,20.8019,0.59427,436.2826,22.956,0.94867,0.70662,78.3128,73.7537,26.8876,9.7561,5.6812,2
415.6098,27.8977,19.3383,0.72076,440.1588,23.0037,0.94423,0.68929,81.8297,75.04,29.3341,9.1171,11.475,2
414.3178,26.6968,20.1818,0.65461,441.0202,22.9679,0.93945,0.6901,84.8643,74.7906,30.8718,9.4648,6.7219,2
414.7485,23.5877,22.8497,0.24818,441.8815,22.9799,0.9386,0.76429,82.0312,73.5201,27.5438,9.7561,5.522,2
304.9241,22.1874,17.8185,0.59585,317.4139,19.7038,0.96065,0.72245,63.9136,62.5027,23.0626,8.1175,7.9218,2
307.0775,22.8514,17.4048,0.64799,326.889,19.7733,0.93939,0.69697,67.8165,63.9734,22.9966,7.9297,4.6405,2
303.632,23.1185,17.0868,0.6736,326.889,19.6621,0.92885,0.64977,69.7918,64.1853,26.4565,7.6533,9.2343,2
304.0627,23.519,16.8749,0.69656,323.0128,19.676,0.94133,0.65069,65.7919,64.0659,26.775,7.4248,6.4501,2
303.2014,25.1507,15.6714,0.78214,323.4435,19.6481,0.93742,0.66793,72.4457,65.0752,28.1341,7.3373,10.0499,2
304.9241,22.2105,17.8356,0.59594,321.7208,19.7038,0.94779,0.71805,66.687,62.7468,24.2625,7.6533,4.3687,2
304.0627,21.7916,18.1224,0.55534,325.5969,19.676,0.93386,0.69013,71.4469,63.3164,25.7809,7.3373,5.0249,2
340.6708,23.1842,19.0496,0.56997,351.4379,20.8268,0.96936,0.75333,66.1279,65.6829,23.6529,9.1877,3.1687,2
342.8243,23.1792,19.2102,0.55959,362.205,20.8925,0.94649,0.69398,71.5066,66.8773,25.3032,8.8047,4.4813,2
339.8095,22.7435,19.4023,0.52176,361.3437,20.8005,0.94041,0.70699,74.1179,66.6221,25.6217,8.5314,5.4094,2
338.0867,23.4923,18.7045,0.60504,350.5766,20.7477,0.96437,0.7235,70.2105,66.1121,22.95,8.7557,3.4406,2
338.9481,23.4811,18.7486,0.60205,359.6209,20.7741,0.94251,0.7052,74.7801,66.8012,26.5031,7.9838,6.8345,2
340.6708,23.3644,18.8981,0.58802,353.1607,20.8268,0.96463,0.75333,66.2526,66.0465,23.5403,9.1171,2.7843,2
340.6708,22.985,19.2153,0.54874,355.3141,20.8268,0.95879,0.72903,68.7766,66.0032,25.078,8.223,4.0968,2
334.6413,22.8793,18.9754,0.5587,346.2697,20.6417,0.96642,0.76176,66.1226,64.9991,22.884,8.8047,3.4406,2
334.2106,24.8613,17.5478,0.70838,352.2993,20.6284,0.94866,0.71521,69.0699,66.964,25.5091,8.3529,11.475,2
335.072,25.2395,17.2485,0.73005,357.4675,20.6549,0.93735,0.69464,70.8773,67.4037,27.3653,7.9297,5.6812,2
333.3492,23.8185,18.1779,0.64618,356.1755,20.6018,0.93591,0.6748,70.8228,66.519,26.5498,8.0107,12.0186,2
334.6413,25.5796,17.0214,0.74646,359.6209,20.6417,0.93054,0.63636,77.7976,68.2397,29.0156,7.9025,10.8187,2
336.7947,25.2811,17.2985,0.72925,363.0664,20.708,0.92764,0.70072,74.704,67.8972,27.8623,8.223,7.65,2
334.2106,24.5144,17.6516,0.69392,348.4232,20.6284,0.95921,0.73624,68.4078,65.9218,23.1558,8.223,5.5686,2
319.998,22.6115,18.3523,0.58416,335.9333,20.185,0.95256,0.72843,65.2216,64.1578,24.0839,8.5566,4.3687,2
321.2901,22.4938,18.481,0.57006,336.364,20.2257,0.95519,0.71048,67.214,64.2287,23.8781,8.4043,2.6251,2
321.2901,23.2311,18.0005,0.63215,345.4084,20.2257,0.93017,0.66846,69.9113,65.5963,26.1187,8.5314,7.3782,2
