Area,MjrAxisLength,MnrAxisLength,Eccentricity,ConvexArea,EquivDiameter,Solidity,Extent,Perimeter,ConvexPerim,FibLen,InscribeR,BlebLen,Class
410.7447,28.5295,19.3145,0.73598,505.2651,22.8687,0.81293,0.52865,117.336,84.1122,38.4015,7.8281,18.4483,0
411.0337,29.2281,18.9011,0.76277,504.3979,22.8767,0.8149,0.53298,119.7236,84.9482,39.8075,8.0825,16.2978,0
409.8775,24.3946,22.4779,0.38855,495.1482,22.8445,0.82779,0.61545,113.9344,80.9772,33.4323,9.1398,8.9553,0
413.0571,28.2597,19.6746,0.71784,505.2651,22.933,0.81751,0.56304,112.036,84.1783,37.9179,8.0646,13.7018,0
411.3228,27.9174,19.7945,0.70517,504.976,22.8848,0.81454,0.57057,119.3812,83.6143,36.4894,8.1359,17.4653,0
411.3228,28.2263,19.6445,0.71808,504.687,22.8848,0.81501,0.52939,114.6946,83.6272,37.1957,7.9381,17.688,0
385.308,24.3175,21.3115,0.48161,476.6488,22.1493,0.80837,0.55611,94.1923,79.1192,33.8013,9.124,7.7878,0
386.4642,27.3185,19.0791,0.71571,483.297,22.1825,0.79964,0.50415,104.9838,81.0627,34.1544,7.9925,8.8631,0
384.4408,27.4731,18.8524,0.7274,478.9612,22.1243,0.80266,0.47365,105.8462,81.2541,34.6538,8.3464,22.4345,0
385.308,24.1462,21.4711,0.45749,479.5393,22.1493,0.8035,0.5682,95.1085,79.2525,34.6538,9.0124,7.7878,0
385.308,25.1848,20.5853,0.57611,477.516,22.1493,0.8069,0.67528,101.965,79.6068,34.0622,8.6858,11.459,0
383.8627,25.0401,20.6355,0.56645,483.008,22.1077,0.79473,0.51057,103.023,79.6261,32.726,8.4153,15.2225,0
385.0189,27.325,19.0108,0.7183,481.2736,22.1409,0.8,0.4926,100.4262,81.2229,34.3389,7.9925,8.5099,0
361.8947,22.9457,20.7737,0.42468,409.5884,21.4658,0.88356,0.63618,90.0886,72.867,31.428,8.9481,10.3455,0
361.0275,25.9725,18.3556,0.70748,419.7053,21.44,0.86019,0.59054,102.6849,75.2326,34.6538,7.8281,11.5513,0
362.7618,23.4123,20.4384,0.48776,411.9009,21.4915,0.8807,0.60982,94.2149,73.1831,31.2976,8.6858,9.3625,0
361.6056,26.4164,18.0692,0.72947,414.2133,21.4572,0.87299,0.59149,98.2924,75.3261,32.5033,7.9925,21.2669,0
363.0509,24.5638,19.4886,0.60872,413.6352,21.5,0.87771,0.62147,95.2058,73.7697,30.6677,8.2067,13.0719,0
362.4728,24.611,19.4275,0.6139,410.7447,21.4829,0.88248,0.63397,98.6434,73.1562,31.1131,8.2243,8.8631,0
362.7618,23.236,20.6187,0.46108,416.8148,21.4915,0.87032,0.64858,97.7182,72.9917,29.462,8.6022,5.4146,0
490.2343,27.9045,24.8281,0.45644,661.6429,24.9837,0.74093,0.57104,115.8725,95.2445,40.3675,9.8109,10.8292,0
491.1015,29.0418,23.9194,0.56714,672.0488,25.0058,0.73075,0.47194,126.9097,95.637,42.8871,9.1871,12.0889,0
490.2343,29.595,23.5038,0.60768,678.9861,24.9837,0.72201,0.54151,122.3199,97.3165,42.5181,9.6924,12.3498,0
489.9452,29.8568,23.2289,0.62825,668.002,24.9763,0.73345,0.54067,124.0726,96.3165,43.0175,8.8995,13.0719,0
491.6796,29.3086,23.7586,0.58555,671.1816,25.0205,0.73256,0.43571,131.1559,96.4208,40.0302,9.4048,12.4961,0
489.3671,27.9298,24.8009,0.45989,659.9086,24.9616,0.74157,0.46282,122.321,94.9036,42.7566,9.6924,11.5513,0
490.5234,28.4863,24.4032,0.51587,670.3145,24.9911,0.73178,0.55097,123.6005,96.4542,42.7026,9.3894,10.3838,0
157.245,15.6157,13.8714,0.45927,190.4861,14.1496,0.82549,0.62673,55.0416,48.9276,21.0443,5.5353,8.9553,0
157.245,18.193,11.9858,0.75231,194.2438,14.1496,0.80952,0.53177,62.8675,51.0137,20.9902,4.9568,7.5651,0
157.245,16.1351,13.5384,0.54403,197.1343,14.1496,0.79765,0.60512,59.0255,49.6835,22.25,5.1005,8.8631,0
157.245,15.6029,13.9343,0.44993,198.8686,14.1496,0.7907,0.56608,61.3116,49.3637,23.0103,5.2951,9.0858,0
156.3778,18.3392,11.7545,0.76758,193.0876,14.1105,0.80988,0.58297,62.0094,50.3948,23.3635,5.1005,7.0275,0
157.8231,18.8505,11.523,0.79141,192.2204,14.1756,0.82105,0.58836,60.7239,50.6438,22.7336,4.9568,7.2502,0
157.534,17.7672,12.233,0.72522,194.2438,14.1626,0.81101,0.58602,59.7906,50.0438,23.8629,5.4032,8.9553,0
453.5245,32.3863,22.2327,0.72714,673.205,24.0301,0.67368,0.44829,170.5857,99.4069,45.1839,8.6691,18.9859,0
454.3917,31.7726,22.6243,0.70211,671.4707,24.0531,0.67671,0.46235,176.3314,97.7714,47.0959,8.189,22.1577,0
454.3917,30.061,23.9838,0.60287,678.697,24.0531,0.66951,0.45631,174.7787,99.0778,45.7597,9.124,17.8184,0
455.2589,30.9152,23.3857,0.65406,684.7671,24.076,0.66484,0.45573,178.7228,99.2649,46.0206,8.6858,18.0411,0
452.9464,33.0859,21.7432,0.75374,685.9233,24.0148,0.66035,0.45042,179.2647,99.7106,46.0747,7.6978,24.0856,0
455.837,36.3856,19.8298,0.83844,679.5642,24.0913,0.67078,0.40813,178.7535,103.3203,48.2094,7.6033,23.0103,0
453.2355,34.3779,20.9428,0.79302,681.2985,24.0224,0.66525,0.45253,180.2126,100.6219,45.2063,8.189,21.5279,0
711.36,33.9845,29.6476,0.48882,920.6346,30.0954,0.77268,0.60616,160.6432,112.2387,51.6579,12.5858,16.7049,0
712.5162,35.0713,28.8956,0.56672,927.8609,30.1198,0.76791,0.50471,173.9604,113.4951,53.678,12.1891,17.4112,0
710.4929,34.2688,29.3271,0.51732,918.6112,30.077,0.77344,0.62181,168.8292,112.0032,53.3631,12.5513,17.1503,0
710.7819,32.8473,30.6699,0.35803,925.2594,30.0831,0.7682,0.54791,170.5948,112.0661,53.7162,11.9375,14.8153,0
713.0943,37.787,26.7217,0.70705,928.7281,30.132,0.76782,0.47625,179.483,114.5274,51.3048,11.405,24.2701,0
711.36,33.3757,30.2541,0.42227,927.5719,30.0954,0.76691,0.51271,180.5411,112.437,55.959,12.3656,20.7675,0
711.9381,36.3265,27.728,0.64605,931.0405,30.1076,0.76467,0.51765,173.0803,114.8096,54.3237,11.8402,19.3009,0
690.5482,33.4293,29.9338,0.44519,896.3541,29.6519,0.7704,0.57845,137.9979,111.1139,48.7852,12.4704,13.8323,0
691.9935,34.4996,29.1428,0.53519,910.8068,29.6829,0.75976,0.48364,146.491,111.7198,48.187,11.9375,14.1472,0
692.2825,36.2845,27.6705,0.64687,891.4402,29.6891,0.77659,0.52916,145.5087,113.2005,49.9145,12.1891,22.25,0
694.3059,34.9649,28.8142,0.56646,896.3541,29.7324,0.77459,0.55346,143.7205,112.7327,51.5657,12.5397,16.6509,0
691.1263,33.8629,29.6339,0.48392,904.4476,29.6643,0.76414,0.56929,138.1581,112.1188,49.4533,12.4704,14.5004,0
691.7044,33.4334,29.9438,0.44481,903.2914,29.6767,0.76576,0.50432,146.8065,111.6048,49.0396,12.5858,13.4791,0
691.9935,39.1915,25.6187,0.75677,896.3541,29.6829,0.77201,0.51241,150.4394,114.8102,51.9729,11.0706,24.3083,0
385.8861,27.0258,21.1048,0.62464,508.7337,22.1659,0.75852,0.53593,117.7758,83.467,38.7164,7.9925,12.9797,0
385.8861,32.1428,17.7402,0.8339,515.96,22.1659,0.7479,0.43514,138.5452,88.274,40.5138,6.8851,27.0887,0
385.597,28.2078,20.1538,0.69966,513.3586,22.1576,0.75113,0.54427,122.7822,85.3031,40.1989,8.0646,15.3529,0
385.0189,27.0602,21.1448,0.62403,514.2257,22.1409,0.74874,0.55041,125.793,83.9514,39.2158,7.8281,15.5374,0
385.308,28.8039,19.8243,0.72547,510.468,22.1493,0.75481,0.50302,121.1597,84.352,37.3802,7.6033,13.0719,0
385.308,30.8744,18.3672,0.8038,506.1322,22.1493,0.76128,0.49297,124.4457,86.0461,37.5489,6.8006,27.6646,0
386.4642,29.0321,19.7107,0.73421,515.3819,22.1825,0.74986,0.52473,123.9919,85.3165,36.7503,7.3127,13.74,0
524.6316,30.0049,26.4083,0.47473,795.1855,25.8453,0.65976,0.47327,165.3566,104.3918,45.3525,9.5269,15.3529,0
525.2097,29.1265,27.2165,0.35617,793.1621,25.8596,0.66217,0.47379,170.448,103.8709,44.2232,9.1398,15.4834,0
526.0769,30.203,26.3596,0.48817,804.7242,25.8809,0.65374,0.42023,172.7335,105.4058,46.0747,9.5118,14.6849,0
524.0535,31.7839,24.9683,0.61878,798.9432,25.8311,0.65593,0.42559,177.2916,105.9263,47.0959,9.1398,14.6849,0
522.8973,29.1107,27.1926,0.35698,790.5606,25.8026,0.66143,0.50376,177.1578,104.3827,47.6718,9.3894,14.6849,0
525.4988,35.027,22.6668,0.76239,796.6307,25.8667,0.65965,0.41224,177.0685,107.808,47.3186,8.6858,18.8015,0
530.7018,33.7816,23.7922,0.70991,802.4118,25.9944,0.66138,0.39706,182.4847,106.5617,47.6335,8.6691,17.8184,0
246.5624,26.8578,14.9033,0.83192,374.9021,17.7182,0.65767,0.41814,104.5026,79.7358,38.0865,6.4516,21.5279,0
246.8515,23.9814,16.4137,0.72907,357.8479,17.7285,0.68982,0.38748,100.7601,75.2288,36.3972,6.011,18.671,0
247.1405,26.3922,15.2007,0.81748,372.8787,17.7389,0.66279,0.43182,110.1639,80.7154,40.6061,5.914,19.654,0
247.4296,27.9421,14.4933,0.85496,379.816,17.7493,0.65145,0.3756,108.3537,82.7729,40.1448,6.011,22.6031,0
248.8748,24.0133,16.7544,0.71638,378.6597,17.801,0.65725,0.35593,111.4849,77.8294,37.8797,6.011,20.7293,0
247.4296,28.3091,14.202,0.86506,382.9955,17.7493,0.64604,0.40094,112.8844,80.3987,37.6029,6.2699,21.5819,0
247.4296,31.741,12.7029,0.91643,385.308,17.7493,0.64216,0.29235,121.2306,89.7896,45.2445,5.6131,24.9764,0
446.0092,27.2088,24.4557,0.43833,651.237,23.8302,0.68486,0.42909,134.8672,95.8816,43.5169,8.6858,10.6987,0
449.1887,28.0318,23.8409,0.52599,654.1275,23.915,0.6867,0.49696,140.8436,96.6504,42.4957,9.0124,21.2669,0
444.8529,28.858,22.9686,0.6054,660.1976,23.7993,0.67382,0.47383,147.7625,95.873,41.9804,8.7521,20.952,0
446.0092,32.6271,20.4032,0.78035,652.9713,23.8302,0.68305,0.42909,142.8049,97.3219,43.8701,7.9925,20.4144,0
446.5873,31.9805,20.8328,0.75872,659.6195,23.8456,0.67704,0.43024,149.0162,98.6429,43.816,7.9925,20.0072,0
445.142,27.7934,23.8542,0.5132,650.0807,23.807,0.68475,0.48246,145.7748,95.2063,41.6273,8.619,10.8832,0
446.2982,32.2629,20.6623,0.76801,659.9086,23.8379,0.6763,0.42937,143.863,97.5176,42.5181,8.0646,19.1546,0
445.142,29.3654,21.9505,0.66427,627.8236,23.807,0.70902,0.50926,141.3721,92.7778,42.9793,8.189,20.7293,0
451.7902,33.8332,19.366,0.81998,631.0032,23.9841,0.71599,0.44657,137.3178,97.4515,45.483,7.4884,14.1472,0
448.3216,29.4965,22.0034,0.66598,631.2923,23.8919,0.71016,0.52222,139.2823,92.8095,42.219,8.2067,17.0581,0
452.3683,30.972,21.2166,0.72852,631.2923,23.9994,0.71658,0.48154,132.9871,95.0461,43.9623,8.3464,12.9797,0
441.3843,32.3234,19.6788,0.79332,640.2529,23.7063,0.68939,0.43879,145.8737,96.9268,42.3336,7.9925,13.74,0
455.837,29.0911,22.7937,0.62136,638.8077,24.0913,0.71357,0.50351,132.0231,93.0359,39.6612,8.6022,11.2363,0
448.0325,29.2263,22.2862,0.64694,633.8938,23.8842,0.70679,0.5,142.1243,92.7595,40.867,8.3637,14.7771,0
409.0103,35.851,17.533,0.87226,607.3009,22.8203,0.67349,0.35796,154.2318,97.1725,42.3112,6.4963,24.0856,0
408.4322,37.6769,16.6679,0.89682,617.4177,22.8042,0.66152,0.36343,170.9905,98.4789,45.3907,6.0827,26.1821,0
409.2994,32.7563,19.1926,0.81037,606.4337,22.8284,0.67493,0.43921,153.9523,94.0095,41.2359,6.7366,34.7843,0
409.8775,33.1176,19.0807,0.81735,606.4337,22.8445,0.67588,0.43166,163.7426,96.18,43.0333,7.4691,27.0887,0
410.7447,39.4077,16.0628,0.91316,622.0426,22.8687,0.66032,0.35112,171.0975,100.244,45.6135,5.8154,27.2574,0
408.4322,42.894,14.657,0.93981,608.168,22.8042,0.67158,0.31477,170.3325,105.2919,49.8605,5.5353,33.3018,0
408.4322,35.3841,17.6399,0.86688,603.5432,22.8042,0.67672,0.43264,161.755,96.8198,42.9793,6.5627,24.6232,0
523.1864,30.1447,26.4507,0.47965,794.0293,25.8097,0.6589,0.46173,175.9432,106.4505,49.062,9.2029,15.6679,0
523.1864,30.6452,25.9597,0.53143,789.1154,25.8097,0.663,0.48241,177.6551,105.6634,46.2815,9.2029,13.2024,0
529.2565,32.8933,24.3161,0.67344,809.9272,25.959,0.65346,0.46144,180.4879,108.6058,49.1924,9.124,18.617,0
525.7878,29.1277,27.3847,0.34073,806.7476,25.8738,0.65174,0.4583,178.4384,106.0273,49.6536,8.3982,20.8598,0
525.2097,29.6056,26.8875,0.41856,797.2088,25.8596,0.65881,0.49645,176.2766,105.7558,46.5583,9.281,19.7845,0
525.2097,29.3977,27.1955,0.37975,812.5287,25.8596,0.64639,0.4578,179.9992,107.2187,47.0959,8.6858,23.233,0
523.1864,32.7132,24.4208,0.66537,802.9899,25.8097,0.65155,0.40097,192.8659,107.5757,45.9824,8.7521,20.2299,0
311.5994,25.4147,17.7778,0.71463,403.2293,19.9184,0.77276,0.53525,100.9956,75.0148,33.8395,7.4691,15.5756,0
312.4666,25.8417,17.5047,0.73563,407.8541,19.946,0.76612,0.49136,106.9714,76.1089,34.692,6.474,14.9075,0
310.7322,24.9832,18.0444,0.69162,404.0964,19.8906,0.76896,0.54403,105.708,75.0014,33.7472,7.0715,15.4452,0
310.7322,25.15,17.9412,0.70079,405.5417,19.8906,0.76622,0.52388,106.1838,75.3837,34.1544,7.0715,15.7601,0
310.7322,27.6706,16.3043,0.80797,406.4089,19.8906,0.76458,0.50803,107.1978,77.3132,36.919,7.0099,15.5756,0
313.9118,26.3049,17.2697,0.75431,403.5183,19.9921,0.77794,0.52212,106.1397,75.6197,34.6921,7.0715,15.4452,0
313.3337,23.6954,19.2398,0.58371,413.0571,19.9737,0.75857,0.52878,110.0795,75.1659,33.8013,6.5627,17.5957,0
415.9476,27.4194,20.9369,0.64571,520.5849,23.0131,0.799,0.53395,124.2946,84.3482,36.9348,8.6691,12.9797,0
414.5024,28.2208,20.2687,0.69582,515.0929,22.973,0.80471,0.54318,129.893,83.7923,36.2668,8.3464,11.9585,0
415.0805,26.7995,21.3893,0.60249,519.4287,22.9891,0.79911,0.59095,127.4425,83.809,37.3262,8.6858,12.9797,0
414.7914,31.5873,18.159,0.81824,517.6944,22.9811,0.80123,0.55945,132.249,86.9746,41.0515,7.9925,26.5511,0
416.8148,27.432,20.9517,0.64549,520.8739,23.037,0.80022,0.61835,132.2844,84.3735,37.2498,8.3637,13.2946,0
417.3929,30.4777,18.8774,0.78509,522.3192,23.053,0.79911,0.46883,129.4834,86.523,39.7153,7.6413,26.6433,0
416.8148,31.4515,18.3395,0.8124,537.9281,23.037,0.77485,0.5049,131.3151,88.0074,39.6612,7.6978,25.3295,0
307.2636,23.7219,17.892,0.6566,399.7606,19.7793,0.76862,0.54907,112.2542,71.7068,30.3527,7.5269,20.952,0
306.3964,23.1562,18.2389,0.61613,400.3387,19.7514,0.76534,0.56204,114.1037,71.4444,30.6136,7.5269,11.2363,0
308.9979,23.7411,17.9305,0.65544,400.9168,19.835,0.77073,0.56862,112.2494,71.7062,30.9286,7.4884,20.9902,0
306.6855,25.039,16.8803,0.73858,402.0731,19.7607,0.76276,0.51555,109.2978,73.3428,30.7059,7.3127,19.4313,0
308.1308,24.0311,17.6469,0.67879,401.784,19.8072,0.76691,0.59686,112.5962,72.16,33.2636,7.2132,18.3561,0
306.9745,24.9903,16.9882,0.73341,402.0731,19.77,0.76348,0.51805,118.6881,73.1874,31.3358,7.0099,23.1026,0
307.5527,24.1835,17.5529,0.68788,397.7373,19.7886,0.77326,0.55678,116.8919,72.1111,30.3145,7.3127,20.0612,0
343.3953,24.7931,19.7772,0.60307,460.1728,20.9099,0.74623,0.45517,115.0677,81.1649,33.5021,8.5008,11.828,0
345.1296,28.4864,17.2858,0.79485,458.4384,20.9626,0.75284,0.44569,122.3602,85.895,40.7365,7.3127,24.4005,0
345.1296,24.6889,20.0517,0.58341,462.1961,20.9626,0.74672,0.52646,119.986,81.0837,36.9348,8.3464,12.757,0
342.8171,25.1678,19.6168,0.62648,463.6414,20.8923,0.7394,0.45441,121.2887,82.352,35.376,8.2067,12.8492,0
343.1062,24.2707,20.213,0.55355,459.3056,20.9011,0.74701,0.52084,120.9328,80.4923,34.692,8.3464,12.757,0
343.3953,26.5628,18.4186,0.72055,456.7041,20.9099,0.7519,0.44746,119.4252,81.3294,32.7418,7.6413,13.5714,0
345.9967,27.7065,17.7753,0.76707,461.618,20.989,0.74953,0.46395,120.4349,82.9477,37.6029,7.5461,21.7123,0
339.6376,27.1536,19.5362,0.69452,456.7041,20.7952,0.74367,0.48354,104.6854,84.1961,39.0314,7.6033,14.8153,0
338.7704,27.3182,19.3474,0.70599,465.0867,20.7686,0.7284,0.42836,120.5204,83.8595,39.938,6.5627,13.7018,0
339.3485,24.6974,21.4463,0.49593,456.9932,20.7863,0.74257,0.52062,107.2596,82.8665,39.3463,8.0646,12.3116,0
339.9266,25.9904,20.4365,0.61783,465.3757,20.804,0.73043,0.5,112.022,83.1294,38.6782,7.6978,13.3869,0
341.0828,27.3237,19.4195,0.70348,455.837,20.8394,0.74826,0.44697,108.123,83.5337,43.1638,7.3127,15.3147,0
339.6376,26.5159,20.1048,0.65201,463.9305,20.7952,0.73209,0.50866,110.5016,83.9649,39.2158,7.6033,14.055,0
338.4813,27.8796,18.9485,0.73353,468.8444,20.7598,0.72195,0.4371,110.915,85.3439,42.9253,7.173,16.1515,0
460.7509,27.6586,22.5916,0.57692,570.013,24.2208,0.80832,0.53133,120.2435,86.8477,38.1946,9.737,9.8461,0
459.0165,27.8851,22.3152,0.59966,565.0991,24.1752,0.81228,0.65135,121.9027,86.9256,37.9561,9.8843,10.5142,0
463.0633,27.8279,22.5448,0.58622,577.5284,24.2815,0.8018,0.62189,126.514,87.8595,36.3972,9.6924,11.6435,0
462.4852,27.7124,22.6926,0.57399,582.4423,24.2663,0.79404,0.54422,128.9635,87.8961,36.5817,9.5269,12.4421,0
461.329,27.705,22.5818,0.57935,567.1225,24.236,0.81346,0.5982,127.385,86.7568,38.0101,9.8109,12.6648,0
461.329,31.4942,19.8827,0.77553,573.7707,24.236,0.80403,0.47052,127.1887,90.7563,40.4756,8.8995,27.2732,0
460.4618,27.4139,22.7374,0.55864,569.7239,24.2132,0.80822,0.531,121.9333,86.6477,36.9348,9.6924,10.0688,0
290.7876,22.7545,19.4768,0.51706,387.9095,19.2417,0.74963,0.50808,105.4193,74.388,33.2636,6.474,16.7432,0
292.2328,21.7411,20.542,0.32752,397.7373,19.2894,0.73474,0.48983,105.5978,75.753,34.9147,6.5406,16.6127,0
293.389,27.778,16.1143,0.81454,400.3387,19.3276,0.73285,0.45232,109.0435,76.6772,34.8225,5.5353,15.6679,0
290.7876,23.55,18.8863,0.59737,392.5343,19.2417,0.7408,0.50859,105.4236,73.9966,32.0961,6.13,17.2808,0
291.6547,23.2551,19.2092,0.56364,398.8935,19.2703,0.73116,0.44844,112.0311,76.3751,36.1745,6.4963,13.7941,0
290.7876,24.8094,17.9214,0.69151,393.6905,19.2417,0.73862,0.44711,109.3989,76.9579,37.1575,7.0099,17.5035,0
293.389,22.4865,19.8995,0.46567,391.3781,19.3276,0.74963,0.47991,108.4075,76.0686,34.5616,6.8851,20.0994,0
729.5704,36.1331,28.9914,0.59685,1005.3272,30.4782,0.7257,0.54024,177.8373,117.7037,57.0883,12.1653,17.9489,0
728.9923,40.9585,25.5253,0.78206,1018.9127,30.4661,0.71546,0.46039,194.6987,124.022,58.2782,11.3415,22.9181,0
731.0157,34.716,30.2521,0.49054,1020.647,30.5083,0.71623,0.57217,184.2003,115.4758,58.7394,11.4934,17.2808,0
729.2813,33.2782,31.5009,0.32243,1012.8426,30.4721,0.72003,0.57133,191.0788,116.2672,56.4966,11.8402,17.4112,0
732.1719,35.9536,29.3038,0.5794,1013.4207,30.5324,0.72248,0.52119,183.832,117.5618,52.8254,11.8768,19.3391,0
731.8828,35.4724,29.5209,0.55444,1003.3038,30.5264,0.72947,0.54616,188.1186,116.872,56.0513,12.26,17.7262,0
729.2813,38.1258,27.5267,0.6919,1015.155,30.4721,0.71839,0.53841,182.1728,119.629,56.6271,11.6309,19.7845,0
431.2674,28.1975,22.2469,0.61443,592.5591,23.433,0.7278,0.45405,109.0521,91.3509,37.1193,8.619,13.3869,0
430.6893,31.5934,19.8297,0.77849,597.184,23.4173,0.7212,0.42596,121.4758,93.7977,40.7365,7.6033,32.5573,0
433.2908,33.4901,18.8528,0.8265,600.3636,23.4879,0.72171,0.43025,122.4005,96.438,44.6304,7.4691,23.9551,0
431.2674,26.767,23.4178,0.48435,598.9183,23.433,0.72008,0.43677,119.1946,91.8413,38.3791,9.1556,10.8832,0
431.8455,33.2804,18.8432,0.82427,604.6994,23.4487,0.71415,0.42882,118.1091,94.838,41.3664,7.4691,33.6708,0
431.8455,28.2659,22.2542,0.61655,612.7929,23.4487,0.70472,0.54446,116.7225,92.4972,37.6029,8.6691,13.4251,0
429.8222,25.7546,24.2999,0.33132,600.6526,23.3937,0.71559,0.48373,115.0242,91.0525,38.9549,9.3894,11.2363,0
366.8086,36.3907,17.0214,0.88387,571.7473,21.611,0.64156,0.44433,121.1946,96.9875,45.3525,7.4691,25.6063,0
367.0976,37.5497,16.4627,0.89877,575.7941,21.6195,0.63755,0.37309,130.6172,98.109,44.0546,7.2132,22.8799,0
366.8086,33.9543,18.3679,0.84105,580.1299,21.611,0.63229,0.37214,132.3285,94.1477,44.3537,7.2132,23.0103,0
367.0976,43.8521,14.1796,0.94628,574.6378,21.6195,0.63883,0.26305,146.1092,107.529,51.2889,6.4516,32.1343,0
368.5429,32.2639,19.269,0.80207,579.5518,21.662,0.63591,0.37172,128.1409,93.6595,44.3155,7.6033,19.4313,0
366.2305,36.9715,16.712,0.89201,584.4657,21.594,0.62661,0.45121,130.6968,97.5967,44.2773,7.0715,23.4175,0
366.8086,37.6808,16.5033,0.89899,583.5985,21.611,0.62853,0.3728,135.9124,98.8558,46.2051,7.2332,25.1609,0
367.9648,25.3665,21.0733,0.55664,497.1716,21.645,0.74012,0.44792,125.3575,84.3928,37.6188,8.6691,11.1981,0
371.4334,29.1465,18.5768,0.77057,507.5775,21.7468,0.73178,0.45056,135.7398,87.2423,38.8087,7.6413,20.3221,0
368.5429,24.8198,21.6152,0.49149,502.0855,21.662,0.73402,0.49323,132.4049,84.6767,39.9762,8.3982,18.0793,0
369.121,29.8654,17.8725,0.80117,501.7964,21.679,0.7356,0.42229,137.2474,89.5455,44.5382,7.3127,25.8289,0
366.8086,25.0063,21.2898,0.52456,505.2651,21.611,0.72597,0.54,133.7968,84.316,40.552,8.3464,14.9998,0
367.9648,25.5851,20.9119,0.57615,502.3745,21.645,0.73245,0.46392,130.2527,85.5041,40.6983,8.189,11.3668,0
367.9648,25.457,21.0637,0.56158,505.2651,21.645,0.72826,0.43153,131.071,85.5133,37.6187,8.6022,12.4961,0
379.2379,32.6635,17.4654,0.84504,499.195,21.9741,0.7597,0.54327,112.3338,87.9929,40.0302,8.1359,13.1642,0
379.2379,33.0389,17.3075,0.85181,507.8665,21.9741,0.74673,0.50038,119.2252,89.2203,43.7396,7.6978,18.0411,0
379.816,36.09,15.7869,0.89925,511.9133,21.9908,0.74195,0.45342,117.7672,92.8224,46.0588,7.3127,19.1164,0
379.5269,32.6766,17.4612,0.84525,504.687,21.9825,0.752,0.54369,114.7037,88.1886,40.5678,8.0825,13.6096,0
378.9488,33.4957,17.0811,0.86021,510.468,21.9657,0.74236,0.50172,120.8129,89.8746,42.7026,8.0646,18.671,0
377.2145,36.6134,15.5425,0.90543,511.0461,21.9154,0.73812,0.36927,128.3721,95.1128,46.6347,7.5461,20.952,0
380.3941,28.5422,20.0879,0.7104,509.3118,22.0076,0.74688,0.49735,119.0484,84.2498,39.8839,8.3637,13.8323,0
394.8467,30.9655,19.0805,0.7876,527.2331,22.4217,0.7489,0.52538,132.9065,89.6568,44.8149,8.2243,15.9828,0
392.5343,31.3416,18.7584,0.80111,538.2171,22.356,0.72932,0.47153,141.4442,91.2789,43.4629,7.9381,16.1133,0
395.4248,33.1043,17.8715,0.84176,536.4828,22.4381,0.73707,0.45238,144.1388,92.0843,45.7979,7.6033,25.6985,0
395.1358,31.3211,18.9129,0.79711,531.2799,22.4299,0.74374,0.55344,137.0506,89.9321,45.7979,8.4153,18.1716,0
398.6044,26.0555,22.8162,0.4829,535.6157,22.5282,0.7442,0.4911,136.9533,86.673,39.3463,8.2243,15.1302,0
395.7139,32.3973,18.2684,0.82585,528.1003,22.4463,0.74932,0.4865,139.7275,91.2042,45.7979,7.9925,20.6371,0
393.6905,36.1771,16.3239,0.89241,529.8346,22.3889,0.74304,0.40035,148.4829,96.2601,48.6166,6.8851,26.3666,0
297.4358,23.6006,18.9987,0.59326,402.3621,19.4604,0.73922,0.49758,107.0865,76.7659,34.2849,7.3127,11.9044,0
296.5686,23.544,19.0274,0.58896,414.5024,19.432,0.71548,0.53438,112.3161,76.9213,32.9869,6.4963,11.9967,0
300.9044,25.301,17.7826,0.71134,405.8308,19.5735,0.74145,0.4534,110.0397,77.7632,35.5446,7.0099,12.6265,0
299.7482,24.8381,17.9952,0.68927,401.2059,19.5359,0.74712,0.51618,110.9956,77.1267,34.5076,7.6033,12.9797,0
302.3497,24.3659,18.5508,0.64835,401.784,19.6205,0.75252,0.45557,99.4037,76.6337,33.709,7.3127,12.6265,0
297.4358,25.3798,17.7142,0.71613,404.9636,19.4604,0.73448,0.47595,113.0806,78.3756,37.288,7.6413,13.5173,0
304.9512,24.8501,18.5592,0.665,408.1432,19.7047,0.74717,0.47014,96.251,76.66,33.9699,6.5627,12.757,0
272.5772,27.8366,15.349,0.83424,347.1529,18.6294,0.78518,0.49947,85.9176,75.0277,33.3559,7.2132,14.9616,0
270.8429,24.4543,17.4382,0.70107,352.3559,18.5701,0.76866,0.51035,89.9864,71.8272,32.726,7.0099,12.0889,0
271.71,28.6922,14.8824,0.85496,351.1997,18.5998,0.77366,0.4937,89.9235,75.2546,34.4693,6.8006,16.2978,0
271.9991,27.926,15.2555,0.8376,352.3559,18.6097,0.77194,0.48331,88.5896,75.6369,35.5064,6.8006,15.5374,0
271.9991,28.6574,14.9052,0.85409,354.6683,18.6097,0.76691,0.49164,92.7966,76.1487,35.0992,7.0715,16.5205,0
271.9991,27.9366,15.2914,0.8369,359.0041,18.6097,0.75765,0.49841,89.6746,74.9788,34.2084,7.0099,16.39,0
273.4444,31.2392,13.704,0.89864,352.934,18.6591,0.77477,0.37977,96.6735,80.1057,38.0325,6.7366,19.9149,0
176.6115,24.4171,10.5831,0.90119,236.4456,14.9956,0.74694,0.50288,76.6955,59.4121,26.7738,4.3346,21.3974,0
176.6115,22.5857,11.5023,0.8606,239.6251,14.9956,0.73703,0.46078,81.0977,58.4083,25.8289,4.0945,12.2194,0
