Frames,CellNum,Area,CentroidX,CentroidY,MjrAxisLength,MnrAxisLength,Eccentricity,Orientation,ConvexArea,FilledArea,EquivDiameter,Solidity,Extent,Perimeter,PerimOld,ConvexPerim,FibLen,InscribeR,BlebLen,CenterX,CenterY
22,1,2808,261.086538461538,430.12037037037,164.675258902031,47.3395119954643,0.957789067700044,57.7911024751111,6582,2808,59.7934498220026,0.42661804922516,0.175434212170436,522.431,550.984848098352,393.653,201.036697387695,11.1803398132324,105.610229492188,270,424
23,1,2632,262.967325227963,426.033814589666,151.622656964486,46.5167613592853,0.951776281119247,60.614219707839,5599,2632,57.8892605043712,0.47008394356135,0.192397660818713,478.723,505.185858225128,375.052,193.651901245117,11.4017543792725,88.4680786132812,269,426
24,1,2276,269.086555360281,421.065905096661,122.831128169148,40.1684069941454,0.945016934568912,68.8204391677951,3972,2276,53.8320834058764,0.5730110775428,0.291495901639344,384.086,405.546247918338,304.233,148.953384399414,13.0384044647217,73.0416412353516,270,426
25,1,2418,268.885442514475,422.325062034739,126.978901088981,47.1001589502392,0.928661221548735,71.0796149236458,4826,2418,55.4859731749352,0.501036054703688,0.267507467640226,418.44,442.274169979696,329.92,163.68132019043,12.1655254364014,71.2842864990234,271,426
26,1,2287,273.536073458679,417.222125054657,132.32970848361,39.3641502277507,0.954731090898212,78.3553551202602,4557,2287,53.9620129239942,0.501865262233926,0.272261904761905,439.406,462.658946290547,341.051,168.539169311523,13,98.3553695678711,272,423
27,1,2086,278.013902205177,415.155321188878,123.37170881939,27.2963232520355,0.975216511487256,83.0670973362267,3139,2086,51.5361784605489,0.664542848040777,0.399158055874474,318.626,336.391918985787,281.97,145.012237548828,12,75.2132186889648,274,425
28,1,2422,279.060280759703,411.842691990091,128.294475398915,29.0576799391843,0.974013011741277,81.1358373128003,3738,2422,55.5318483156158,0.647940074906367,0.348689893463864,405.315,428.374675043085,320.641,164.497512817383,13,80.2842864990234,276,418
29,1,2135,278.333489461358,405.913348946136,133.248624872021,27.8888913747664,0.977851550039567,80.0422922798647,3434,2135,52.1379557329358,0.621723937099592,0.298517897091723,386.929,410.333044482742,318.864,163.811233520508,12.3693170547485,95.0122222900391,274,415
30,1,2083,276.773883821411,405.347095535286,129.300202471511,38.247191807363,0.955249434390945,77.1567804439708,4488,2083,51.4991065134468,0.464126559714795,0.204939000393546,411.361,435.102597104443,341.187,174.468109130859,14.5602197647095,99.4264373779297,273,412
31,1,2202,269.778837420527,399.316984559491,127.873676607547,63.2506923821932,0.869101270633115,71.2388576172064,5966,2202,52.9497259436423,0.369091518605431,0.168310020637468,472.593,500.558441227159,355.681,184.338165283203,15.1327457427979,111.083297729492,270,416
32,1,2599,269.281262023855,402.860330896499,138.860352610614,68.4402786448941,0.87010224058525,75.4988539834937,7754,2599,57.5252081853398,0.335181841630126,0.170672445495141,629.248,664.825468531918,390.754,190.095520019531,13.8924436569214,113.497512817383,271,415
33,1,2145,268.369230769231,398.498834498835,123.794987325772,67.5739203237268,0.837880669559175,70.4302876875029,5681,2145,52.2599160299452,0.377574370709382,0.187532785452002,435.114,458.07315985292,333.5,182.338165283203,14.2126703262329,108.497512817383,270,415
34,1,1944,262.009773662551,406.145576131687,78.5895468866915,49.6970339968906,0.774673122432482,-55.5761308533909,3265,1944,49.7511575238723,0.595405819295559,0.349137931034483,334.251,352.475180106473,236.088,119.083297729492,13.6014709472656,63.526927947998,267,411
35,1,2148,263.081005586592,400.321694599628,79.1620692057634,56.758832278258,0.697077991867001,-46.7452354098963,3793,2148,52.2964486565878,0.566306353809649,0.381866666666667,368.77,391.44574285495,237.388,123.982795715332,14.3178215026855,77.5979995727539,269,409
36,1,2402,266.607410491257,396.722314737719,127.769718353122,72.5436560874629,0.823188083944131,76.1948242193015,7439,2402,55.3020920621803,0.32289286194381,0.15520806409925,521.579,552.055915910217,378.696,204.480331420898,14.1421356201172,106.982803344727,267,412
37,1,2393,267.489343919766,397.815294609277,133.55050001187,77.249148836372,0.815734503015065,74.1286131801496,7848,2393,55.1983897459993,0.304918450560652,0.13780593147135,543.801,576.198051533948,400.331,219.794052124023,14.3178215026855,118.053871154785,267,415
38,1,2376,268.155303030303,398.249579124579,133.19257191083,73.572974046685,0.833592123397222,74.2572336511638,7681,2376,55.0019741308505,0.309334722041401,0.140491958372753,525.781,555.126983722083,395.468,211.137191772461,14.3178215026855,113.811225891113,266,413
39,1,2027,264.580661075481,404.08633448446,89.0680832918323,61.8926427464574,0.719114718828515,-77.278634284658,4247,2027,50.8021314235749,0.477278078643749,0.272996632996633,399.857,423.44574285495,274.124,152.296524047852,14.4222049713135,62.355354309082,268,417
40,1,2196,273.182604735883,399.807832422587,141.561334917565,45.9512687483857,0.945850269876473,71.4609201196224,5289,2196,52.8775381446453,0.415201361315939,0.179411764705882,463.736,491.386868351905,354.744,183.923950195312,15,120.325942993164,269,419
41,1,2225,271.094382022472,402.934382022472,130.260550006873,45.9198113967426,0.935803231766811,73.199982321154,5262,2225,53.2255388609241,0.422843025465602,0.202309510820149,441.233,466.658946290547,336.615,161.539169311523,16,99.6690826416016,269,414
42,1,2150,273.556744186047,400.23488372093,130.205173401412,44.4218167128971,0.940002399182818,73.6642069797579,4847,2150,52.3207895695449,0.443573344336703,0.21785388590536,438.726,464.274169979696,325.864,170.852890014648,14.8660688400269,107.840660095215,270,416
43,1,1931,273.672190574832,403.653547384775,130.070744181626,39.7447407039154,0.952172024162619,71.8941345826464,4157,1931,49.5845294510657,0.464517681019966,0.207277801631602,406.622,429.203102167831,315.261,162.852874755859,15,109.911727905273,268,418
44,1,2223,272.069275753486,407.125506072874,130.098885862008,57.4476830096269,0.897227112760542,74.0368971440131,6019,2223,53.2016118923691,0.369330453563715,0.187753378378378,493.567,521.529003975636,349.601,182.095520019531,15.8113880157471,112.84065246582,271,421
45,1,2197,269.954938552572,407.598998634502,137.270395809822,68.4245921650409,0.866909387516533,73.6710374014242,7350,2197,52.8895762866669,0.29891156462585,0.158995513098857,502.714,530.357431100382,366.696,198.066101074219,14.3178215026855,112.669090270996,268,422
46,1,2206,271.338168631006,408.938803263826,139.598428261259,65.2558434952424,0.884017397538686,76.1082362838948,8161,2206,52.9977965172682,0.27031001102806,0.14885290148448,562.88,594.541197284456,384.567,191.823455810547,13.416407585144,111.84065246582,267,419
47,1,2144,269.318563432836,405.545708955224,144.064428433772,58.2103299468536,0.914733535224669,72.5382925945805,6913,2144,52.2477328112157,0.310140315347895,0.15536231884058,478.175,506.315800540039,365.53,187.89453125,13.6014709472656,117.397018432617,267,422
48,1,2132,271.959193245779,398.934803001876,135.802907662699,61.0146206627473,0.893386963947462,68.7988627915921,6882,2132,52.1013119736477,0.309793664632374,0.165015479876161,508.925,539.327993848859,351.892,185.409240722656,14.3178215026855,107.74015045166,270,416
49,1,2153,276.620065025546,397.481653506735,130.695161609386,50.9399396226422,0.920915842343269,71.0267474429596,5982,2153,52.3572797213034,0.359913072550986,0.193580291314512,468.649,496.70057685089,332.714,169.196014404297,15.2643375396729,105.911720275879,275,413
50,1,2137,277.862423958821,399.501169864296,131.559537174249,44.1236187245684,0.942079738349068,74.7654708169171,5445,2137,52.162370604671,0.39247015610652,0.205243949289282,448.503,472.901586977666,328.289,159.539169311523,14.1421356201172,103.911720275879,273,411
