Frames,CellNum,Area,CentroidX,CentroidY,MjrAxisLength,MnrAxisLength,Eccentricity,Orientation,ConvexArea,FilledArea,EquivDiameter,Solidity,Extent,Perimeter,PerimOld,ConvexPerim,FibLen,InscribeR,BlebLen,CenterX,CenterY
44,1,1308,116.211773700306,125.103975535168,42.4388073575186,39.4649485281705,0.367746808651961,11.0286921346205,1360,1308,40.8092798823208,0.961764705882353,0.778571428571429,133.556,140.953318805774,128.784,43.041633605957,17.4642486572266,3,116,125
45,1,1364,115.791055718475,126.686950146628,43.7886457104673,40.4522648535056,0.382858085239875,25.8865405247484,1444,1364,41.6737176049697,0.944598337950138,0.738095238095238,141.429,149.78174593052,135.54,46.8700637817383,17.4642486572266,4.24264049530029,116,126
46,1,1372,113.924198250729,126.663994169096,45.7525401243023,39.3045735119684,0.51186036260339,26.2711435433693,1487,1372,41.7957492500929,0.9226630800269,0.664728682170543,156.423,165.681240867132,139.254,54.213207244873,17.7200450897217,14.8284273147583,115,126
47,1,1295,116.338996138996,128.43166023166,41.9529885503549,39.8774038143,0.310645199958223,-60.7665834144358,1362,1295,40.60597505826,0.950807635829662,0.700378583017848,138.378,146.267027304759,130.57,47.2842750549316,17.4642486572266,3.8284273147583,116,128
48,1,1319,117.131918119788,129.648218347233,42.8604899116627,40.2214016887811,0.345480079929118,-68.0170186504952,1380,1319,40.9805192683753,0.955797101449275,0.749431818181818,139.734,147.195959492893,133.084,48.4558525085449,17.0293865203857,9.07106781005859,117,128
49,1,1359,115.088300220751,128.842531272995,44.400448017816,39.7099767635608,0.447348309143406,31.5286016356764,1448,1359,41.5972660314964,0.93853591160221,0.753325942350333,144.365,151.539105243401,135.226,50.7695655822754,17.1172428131104,6.8284273147583,116,129
50,1,1346,116.089895988113,128.315007429421,43.5836243392179,39.9932738987362,0.397455217345171,-63.1780009914421,1428,1346,41.3978311897318,0.942577030812325,0.729539295392954,144.084,152.852813742386,133.696,50.4558486938477,17.2046508789062,5.8284273147583,116,128
51,1,1378,114.271407837446,125.553701015965,46.8851828951921,37.9040047060219,0.588574278716738,-58.3419564743298,1460,1378,41.887039673926,0.943835616438356,0.715101193565127,147.243,156.02438661764,135.788,54.9411430358887,17.2626762390137,10.2426414489746,115,127
52,1,1384,113.717485549133,127.736994219653,43.7173450949644,40.6448210319431,0.368271175231587,-56.7796706377413,1473,1384,41.9781315676802,0.939579090291921,0.732275132275132,147.774,155.237590053236,134.73,51.2842788696289,18,7,113,127
53,1,1356,116.601769911504,127.247050147493,42.461828226567,41.2941620760936,0.232899520910082,-79.7273714988658,1423,1356,41.5513275679716,0.952916373858046,0.769143505388542,145.523,153.195959492893,134.109,51.2842826843262,17.8044929504395,8.24264144897461,116,127
54,1,1434,116.649232914923,124.929567642957,46.2976096147879,40.5134510700343,0.484004118273078,-72.5230666532465,1536,1434,42.7296794646323,0.93359375,0.694767441860465,152.586,161.095454429505,139.982,56.4558525085449,17.4642486572266,10.6568536758423,117,126
55,1,1421,116.911330049261,125.387051372273,46.7881630533687,39.4122160670559,0.538923952847075,-68.198443690576,1496,1421,42.5355544582255,0.949866310160428,0.725,149.186,158.367532368147,138.187,53.4558563232422,17.6918067932129,9.24264049530029,117,126
56,1,1441,117.020124913255,127.444136016655,46.4109304512598,40.0382898911501,0.505731467272596,-54.5157837126246,1522,1441,42.8338439083322,0.946780551905388,0.696808510638298,149.7,157.923881554251,138.32,53.2842864990234,17.4928550720215,8.24264144897461,116,126
57,1,1355,116.939483394834,126.664206642066,42.9704906164965,40.5635204883346,0.329986904896857,-73.2686190641647,1447,1355,41.5360034562323,0.936420179682101,0.751108647450111,151.858,161.095454429505,134.407,53.2842826843262,17.8885440826416,6.24264097213745,117,127
58,1,1404,116.684472934473,127.712250712251,45.6213688916406,39.658668986528,0.494284345528608,-58.8637057437385,1487,1404,42.2803538396756,0.94418291862811,0.744432661717922,145.522,154.710678118655,136.4,53.1127166748047,17.4928550720215,7.24264097213745,117,128
59,1,1490,114.462416107383,125.756375838926,45.8048323770655,42.3788404218215,0.379468702847912,-70.0250610086486,1561,1490,43.5560204983811,0.954516335682255,0.705492424242424,149.245,157.923881554251,141.297,53.7695655822754,17.8885440826416,7.8284273147583,114,127
60,1,1452,117.469008264463,127.043388429752,45.3927670248856,41.2783599936087,0.416010403674045,-76.0399771356102,1537,1452,42.997021047457,0.94469746258946,0.720238095238095,148.467,157.438600180013,138.212,54.6274223327637,17.7200450897217,10.0710678100586,117,127
61,1,1435,115.358885017422,128.682926829268,44.7917297398057,41.2423281453249,0.390135023257138,-55.126299799727,1511,1435,42.7445756405998,0.949702183984116,0.679450757575758,146.714,155.681240867132,137.344,52.4558525085449,18.0277557373047,8.6568546295166,115,128
62,1,1507,117.783676177837,129.634372926344,46.307312621363,42.1852455643846,0.412440517620037,-52.6363233192586,1628,1507,43.803789720935,0.925675675675676,0.713541666666667,158.408,167.923881554251,142.52,56.355354309082,18.3847770690918,10.0710678100586,117,130
63,1,1448,117.829419889503,128.237569060773,44.4984173931026,42.1004584127112,0.323841450918851,-50.2602422531406,1559,1448,42.9377556560251,0.928800513149455,0.655797101449275,153.057,162.267027304759,140.354,55.4558525085449,18.0277557373047,6.24264097213745,119,129
64,1,1509,115.393638170974,130.760768721007,47.1025440383166,41.4834173176717,0.473666314322769,-44.2007820560666,1620,1509,43.8328469644097,0.931481481481481,0.683423913043478,154.686,163.195959492893,142.728,54.6985054016113,18.0277557373047,10.2426414489746,116,132
65,1,1380,116.905072463768,131.817391304348,43.0634002047703,40.939924795252,0.31014411042019,-45.5687391736868,1437,1380,41.9174256334347,0.960334029227557,0.746349378042185,136.939,144.024386617639,131.852,45.6984901428223,18.0277557373047,1.41421353816986,118,132
66,1,1391,117.939611790079,132.297627606039,44.41035281302,40.1384375541656,0.427937938707668,-21.2699307124146,1438,1391,42.0841562434916,0.967315716272601,0.752705627705628,143.059,151.095454429505,132.39,48.6274223327637,17.8044929504395,4,118,132
67,1,1438,118.339360222531,132.542420027816,45.8596288202561,40.2435367114118,0.479508306520117,-22.5033178503029,1511,1438,42.7892330537621,0.951687624090007,0.726996966632963,147.98,155.095454429505,136.624,49.8700675964355,17.8885440826416,5,119,132
68,1,1430,115.866433566434,134.073426573427,45.8484274948935,40.1111552007481,0.484367991002646,-30.1487456354678,1504,1430,42.6700427580203,0.950797872340426,0.707570509648689,149.171,157.580735803744,136.748,52.4558563232422,17.4928550720215,5.8284273147583,117,134
69,1,1387,116.256669069935,135.64816149964,44.1643819604393,40.2376165203147,0.412213003544577,-41.1874028416592,1470,1387,42.0236034693322,0.943537414965986,0.733086680761099,148.245,156.40916292849,134.374,47.4558525085449,17.8885440826416,4.8284273147583,117,136
70,1,1379,115.842639593909,135.557650471356,44.3037604595476,39.8177179726344,0.438474709806226,-36.5981725633022,1460,1379,41.9022354080279,0.944520547945205,0.746212121212121,142.918,150.610173055266,134.068,49.3553504943848,17.6918067932129,3.8284273147583,115,135
71,1,1357,114.213706705969,136.424465733235,43.5683807842165,39.794651873006,0.407099606434556,-24.6927421425445,1412,1357,41.5666460302683,0.961048158640227,0.734307359307359,141.116,148.752308678997,130.926,46.3847808837891,18,4,114,136
72,1,1398,115.070815450644,136.919885550787,45.6464408588854,39.2772587433688,0.509506074038505,-32.0058986324491,1471,1398,42.1899144765637,0.950373895309313,0.73968253968254,143.34,151.681240867132,134.722,49.3553504943848,17.4928550720215,4.24264049530029,115,137
73,1,1420,116.604929577465,137.897887323944,47.1853165383127,39.0011086485617,0.562860649136803,-20.0215368733573,1565,1420,42.5205850562281,0.907348242811502,0.692682926829268,154.281,163.681240867132,141.759,57.9411392211914,18,14.0710678100586,115,137
74,1,1381,116.251991310644,137.725561187545,45.1767509177617,39.0640580035179,0.502299285016763,-21.8288991384781,1435,1381,41.9326103561328,0.962369337979094,0.75054347826087,137.468,144.367532368147,132.406,48.1837768554688,17.8885440826416,4.24264049530029,116,138
75,1,1334,117.413793103448,137.865817091454,42.9914145802343,39.686640528062,0.384489316303056,-19.8084002510837,1382,1334,41.2128809072686,0.965267727930536,0.739467849223947,135.93,143.438600180013,129.338,44.6984901428223,17.6918067932129,2,118,138
76,1,1329,119.322046651618,136.844243792325,42.3840604198971,40.2568480519326,0.312824245676332,10.5037847358699,1410,1329,41.135572865259,0.942553191489362,0.73669623059867,143.588,151.438600180013,131.198,47.3847885131836,17.8885440826416,5.24264097213745,120,137
77,1,1307,119.101759755164,136.283856159143,41.3645551429654,40.5778487503291,0.194103037537608,83.338402031412,1390,1307,40.7936770219216,0.940287769784173,0.741349971639251,143.431,151.681240867132,130.496,48.2842788696289,17.8044929504395,5.24264097213745,119,136
78,1,1284,119.536604361371,136.225856697819,41.0974401147632,39.9905852686285,0.230520167536657,-69.7027804424468,1357,1284,40.4331494622908,0.94620486366986,0.745644599303136,139.138,146.710678118655,128.568,45.9411315917969,17.4642486572266,5.8284273147583,119,135
79,1,1367,119.752011704462,135.455742501829,43.2273571494484,40.5727752979891,0.345033869469962,82.0904995311388,1432,1367,41.7195213018195,0.954608938547486,0.739718614718615,145.763,154.267027304759,133.142,51.8700637817383,18.3575592041016,5.8284273147583,120,135
80,1,1328,120.009789156627,133.871987951807,42.6793203494024,39.7982744722957,0.361181573756184,-70.7133830102739,1388,1328,41.1200938156553,0.956772334293948,0.735326688815061,138.08,146.024386617639,130.074,46.0416374206543,17.8044929504395,3,120,133
81,1,1388,118.850144092219,133.884726224784,43.2407601681009,41.1875236086431,0.30448798115838,89.5962133316414,1481,1388,42.0387498397895,0.937204591492235,0.685770750988142,151.602,160.752308678997,135.268,53.0416412353516,18.3575592041016,4.41421365737915,119,134
82,1,1424,118.13202247191,134.398174157303,44.3015748163142,41.301266417471,0.361749445415955,74.7961670539575,1511,1424,42.5804310887392,0.942422236929186,0.735917312661499,146.425,154.509667991878,137.616,50.2132148742676,18.788293838501,5.24264097213745,118,134
83,1,1401,119.062812276945,133.244111349036,43.7919665063254,40.8929172466081,0.357796672528482,-67.0128022474837,1471,1401,42.2351583656787,0.952413324269205,0.708291203235591,142.596,150.509667991878,134.226,47.7989959716797,18.4390888214111,4,119,133
84,1,1379,118.440899202321,131.483683828862,44.192130879833,40.0096799450933,0.424650070026437,-60.9154905565419,1468,1379,41.9022354080279,0.939373297002725,0.654485049833887,147.285,155.923881554251,135.492,50.798999786377,18.0277557373047,5.41421365737915,118,131
85,1,1345,118.68624535316,131.49219330855,43.6243913193787,39.6063358312069,0.419199184402123,-64.0060675073974,1462,1345,41.3824502376164,0.919972640218878,0.669487307117969,157.863,166.40916292849,134.888,51.7279243469238,17.8044929504395,8.24264049530029,118,131
86,1,1416,117.609463276836,131.845338983051,43.9797847967651,41.3486706918163,0.340693371284123,-77.5637192800458,1519,1416,42.4606546740037,0.932192231731402,0.670454545454545,157.706,166.651803615609,137.154,50.1421356201172,18.3575592041016,6.41421365737915,117,132
87,1,1373,117.324107793154,133.097596504006,43.1543684074824,40.7152298327204,0.331433004492174,86.0993004226823,1428,1373,41.8109781626952,0.961484593837535,0.694135490394338,137.617,145.438600180013,132.374,46.2132034301758,18.3575592041016,3,117,133
88,1,1436,116.806406685237,133.025069637883,44.6233704413929,41.4245437618868,0.371794669333924,86.9162647593125,1525,1436,42.7594666271657,0.941639344262295,0.639928698752228,154.215,163.923881554251,138.982,53.7279243469238,18.788293838501,8.41421318054199,117,133
89,1,1403,117.699215965788,133.381325730577,44.7652934826927,40.1423198349622,0.442580820439021,-84.9772306573602,1473,1403,42.2652940515434,0.952477936184657,0.728074727555786,141.512,149.195959492893,134.482,50.8700714111328,18.0277557373047,4.24264049530029,117,134
90,1,1422,117.45288326301,133.895921237693,43.6899638244123,41.7572099194159,0.294140919601128,52.3897705118323,1517,1422,42.550518593942,0.937376400791035,0.751585623678647,152.958,161.681240867132,136.574,51.4558563232422,18.4390888214111,6.24264097213745,117,133
91,1,1443,117.363132363132,134.386694386694,45.1198909587188,41.2710486041974,0.404139331532399,-76.1530728812341,1548,1443,42.8635586839548,0.932170542635659,0.699127906976744,153.066,161.338095116624,139.816,55.6985015869141,18.4390888214111,7.24264097213745,117,134
92,1,1414,117.419377652051,133.755304101839,44.2347601797454,40.9669146483982,0.377216906051694,-82.9045602338417,1480,1414,42.4306577400766,0.955405405405405,0.731884057971015,143.232,152.024386617639,134.953,49.8700714111328,18.2482872009277,4.24264049530029,117,134
93,1,1434,117.783821478382,134.608786610879,44.8619713536159,40.9546546520714,0.408175253347971,-87.1570407849408,1507,1434,42.7296794646323,0.951559389515594,0.76033934252386,142.52,151.296464556282,136.111,52.7989959716797,18.3847770690918,5.24264097213745,117,134
94,1,1439,117.318971507992,134.967338429465,45.0170227278668,40.9817855997465,0.413812855411522,-81.3877446933171,1521,1439,42.8041085046038,0.946088099934254,0.712023750618506,146.814,154.752308678997,136.574,50.6274299621582,18.4390888214111,5.65685415267944,117,134
95,1,1388,117.666426512968,135.008645533141,44.001944812787,40.299303564968,0.401514236261578,88.1154425295703,1462,1388,42.0387498397895,0.949384404924761,0.735949098621421,144.638,153.438600180013,133.622,51.9705657958984,18.1107711791992,4,118,135
96,1,1363,116.58327219369,135.628760088041,43.3695481781992,40.2013918465393,0.375185501792145,80.7486532310351,1432,1363,41.6584385145918,0.951815642458101,0.774431818181818,147.706,156.610173055266,131.438,49.7989921569824,18.0277557373047,5.41421365737915,117,137
97,1,1352,116.820266272189,136.733727810651,42.7036381016728,40.4747770529816,0.318846711362421,65.2806677842129,1415,1352,41.489997161749,0.95547703180212,0.766874645490641,136.144,143.882250993908,130.694,47.8700675964355,18.0277557373047,4,117,136
98,1,1365,116.700366300366,136.298168498169,42.9937208462012,40.603628375509,0.328774838355657,67.7912755361398,1434,1365,41.6889910955338,0.951882845188284,0.756651884700665,141.867,150.124891681028,132.116,48.6274223327637,18.6815414428711,3.41421365737915,117,136
99,1,1415,116.708127208481,137.359010600707,44.7460359168926,40.4740344406629,0.426414608134293,-87.0598622165852,1482,1415,42.4456588569462,0.954790823211876,0.750265111346766,147.491,155.78174593052,134.291,50.1127090454102,18.4390888214111,5.8284273147583,117,137
100,1,1415,116.810600706714,136.743462897527,44.1926741592458,40.9729282842966,0.37470770811245,87.2462164622481,1487,1415,42.4456588569462,0.951580363147276,0.750265111346766,142.736,150.610173055266,134.556,50.0416374206543,18.3847770690918,4.41421365737915,116,136
101,1,1412,117.077195467422,136.633144475921,44.2745038767294,40.9987826685642,0.377490706113416,-82.2279523415666,1508,1412,42.4006395843984,0.936339522546419,0.747089947089947,156.159,164.752308678997,136.028,49.8700675964355,18.6815414428711,6.24264097213745,117,136
102,1,1404,117.025641025641,137.068376068376,44.1324523373086,40.6685128373172,0.388353734575936,84.8973366464309,1471,1404,42.2803538396756,0.954452753229096,0.760975609756098,143.877,152.610173055266,133.886,49.2132110595703,18.6010761260986,3,117,137
